ID	QUESTION	ANSWER	CHOICES	gpt-4o	gpt-4o_maxd	gpt-4o_paths	mistral-large-latest	mistral-large-latest_maxd	mistral-large-latest_paths	claude-3-5-sonnet-20240620	claude-3-5-sonnet-20240620_maxd	claude-3-5-sonnet-20240620_paths
105	भद्रश्री कस्य पर्यायः अस्ति?	चन्दनस्य	हरिद्रायाः / एलायाः / चन्दनस्य / कुङ्कुमस्य	चन्दनस्य	1	(:Substance {'lemma': भद्रश्री})-[:IS_SYNONYM_OF]->({'lemma': चन्दन})	चन्दनस्य	1	(:Substance {'lemma': हरिद्रा})<-[:IS_SYNONYM_OF]-({'lemma': काञ्चनी}); (:Substance {'lemma': हरिद्रा})<-[:IS_SYNONYM_OF]-({'lemma': काञ्चनी}); (:Substance {'lemma': हरिद्रा})<-[:IS_SYNONYM_OF]-({'lemma': पीता}); (:Substance {'lemma': हरिद्रा})<-[:IS_SYNONYM_OF]-({'lemma': पीता}); (:Substance {'lemma': भद्रश्री})-[:IS_SYNONYM_OF]->({'lemma': चन्दन})	चन्दनस्य	1	(:Substance {'lemma': भद्रश्री})-[:IS_SYNONYM_OF]->({'lemma': चन्दन})
106	कालीयकं कीदृशं चन्दनम् अस्ति?	पीतम्		कृष्णम्	1	(:Substance {'lemma': चन्दन})<-[:HAS_SIMILAR_PROPERTY_AS]-({'lemma': कालीयक}); (:Substance {'lemma': चन्दन})<-[:IS_VARIANT_OF]-({'lemma': कालीयक}); (:Substance {'lemma': कालीयक})-[:HAS_SIMILAR_PROPERTY_AS]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:IS_VARIANT_OF]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:HAS_SIMILAR_PROPERTY_AS]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:IS_VARIANT_OF]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:IS_SYNONYM_OF]->({'lemma': दार्वी}); (:Substance {'lemma': कालीयक})-[:IS_SYNONYM_OF]->({'lemma': दार्वी})	कालीयकं हरिचन्दनम् अस्ति	1	(:Substance {'lemma': कालीयक})<-[:IS_SYNONYM_OF]-({'lemma': हरिचन्दन}); (:Substance {'lemma': कालीयक})<-[:IS_SYNONYM_OF]-({'lemma': हरिचन्दन}); (:Substance {'lemma': चन्दन})<-[:HAS_SIMILAR_PROPERTY_AS]-({'lemma': कालीयक}); (:Substance {'lemma': चन्दन})<-[:IS_VARIANT_OF]-({'lemma': कालीयक}); (:Substance {'lemma': चन्दन})<-[:IS_VARIANT_OF]-({'lemma': रक्तचन्दन})	कालीयकं चन्दनस्य एकं प्रकारम् अस्ति	1	(:Substance {'lemma': चन्दन})<-[:IS_VARIANT_OF]-({'lemma': कालीयक}); (:Substance {'lemma': चन्दन})<-[:HAS_SIMILAR_PROPERTY_AS]-({'lemma': कालीयक}); (:Substance {'lemma': कालीयक})-[:IS_VARIANT_OF]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:HAS_SIMILAR_PROPERTY_AS]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:IS_VARIANT_OF]->({'lemma': चन्दन}); (:Substance {'lemma': कालीयक})-[:HAS_SIMILAR_PROPERTY_AS]->({'lemma': चन्दन})
107	पट्टरञ्जकः कस्य पर्यायः अस्ति?	पतङ्गस्य		पट्टरञ्जकः = हरिद्रा	1		पट्टरञ्जकस्य पर्यायः पतङ्गः अस्ति	1	(:Substance {'lemma': पट्टरञ्जक})-[:IS_SYNONYM_OF]->({'lemma': पतङ्ग})	पतङ्गस्य	1	(:Substance {'lemma': पट्टरञ्जक})-[:IS_SYNONYM_OF]->({'lemma': पतङ्ग})
108	किं चन्दनं श्रेष्ठं भवति?	मलयगिरि		शीतलत्वात्	1		चन्दनं श्रेष्ठं भवति	1	(:Substance {'lemma': चन्दन})<-[:IS_LAGHU_GURU_GUNA_OF]-({'lemma': लघु}); (:Substance {'lemma': चन्दन})<-[:IS_CURED_BY]-({'lemma': शोष}); (:Substance {'lemma': चन्दन})<-[:IS_CURED_BY]-({'lemma': तृष्णा})	मलयजम्	1	(:Substance {'lemma': चन्दन})<-[:IS_BEST_AMONG]-({'lemma': श्रेष्ठ-चन्दन}); (:Substance {'lemma': चन्दन})<-[:IS_BEST_AMONG]-({'lemma': मलयज}); (:Substance {'lemma': चन्दन})<-[:IS_SYNONYM_OF]-({'lemma': मलयज}); (:Substance {'lemma': चन्दन})<-[:IS_SYNONYM_OF]-({'lemma': गन्धसार})
109	अगुरूः कस्य पर्यायः अस्ति?	सर्वेषााम्	प्रवरस्य / राजार्हस्य / कृमिजग्धस्य / सर्वेषाम्	राजार्हस्य	1		प्रवरस्य	1	(:Substance {'lemma': प्रवर})-[:IS_SYNONYM_OF]->({'lemma': अगरु})	"उत्तरम्: राजार्हस्य

अगुरुः राजार्हस्य पर्यायः अस्ति अगुरुः एकं बहुमूल्यं सुगन्धित काष्ठम् अस्ति यत् राजसभासु च धनिकानां गृहेषु च प्रयुज्यते अतः एव तत् राजार्हम् इति कथ्यते"	1	
110	कस्य वर्णस्य अगुरूः श्रेष्ठः अस्ति?	श्वेतः	श्वेतः / रक्तः / कृष्णः / पीतः	कृष्णः	1		रक्तः	1	(:Varna_property {'lemma': रक्त})-[:IS_VARNA_PROPERTY_OF]->({'lemma': गौडवास्तुक}); (:Varna_property {'lemma': श्वेत})-[:IS_VARNA_PROPERTY_OF]->({'lemma': विप्र-हीरक}); (:Varna_property {'lemma': रक्त})-[:IS_VARNA_PROPERTY_OF]->({'lemma': दुष्ट-रूप्य})	उत्तरम्: कृष्णः	1	
111	इन्द्रदारूः कस्य पर्यायः अस्ति?	देवदारूः	देवदारूः / दारूहरिद्रा / रोहितकः / मञ्जिष्ठा	देवदारूः	1	(:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': इन्द्रदारु}); (:Substance {'lemma': इन्द्रदारु})-[:IS_SYNONYM_OF]->({'lemma': देवदारु})	देवदारूः	1	(:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': इन्द्रदारु}); (:Substance {'lemma': इन्द्रदारु})-[:IS_SYNONYM_OF]->({'lemma': देवदारु})	देवदारोः	1	(:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': इन्द्रदारु}); (:Substance {'lemma': इन्द्रदारु})-[:IS_SYNONYM_OF]->({'lemma': देवदारु})
112	देवदारू एतेषु कस्य पर्यायः न अस्ति?	सुरभि दारूः	मस्तदारूः / दारूभद्रः / दारूः / सुरभि दारूः	दारूभद्रः	1		दारूः	1		सुरभि दारूः	1	(:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': मस्तदारु}); (:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': दारुभद्र}); (:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': दारु})
115	गुग्गुलुः कस्य पर्यायः न अस्ति?	कृमिजग्धस्य	जटायोः / महिषाक्षस्य / पलन्कषस्य / कृमिजग्धस्य	महिषाक्षस्य	1		महिषाक्षस्य	1		पलन्कषस्य	1	(:Substance {'lemma': जटायु})-[:IS_SYNONYM_OF]->({'lemma': गुग्गुल}); (:Substance {'lemma': महिषाक्ष})-[:IS_SYNONYM_OF]->({'lemma': गुग्गुल})
116	गुग्गुलुसेवनेन सह किम् अहितकरं नास्ति?	दुग्धम्	दुग्धम् / मद्यं / अम्लपदार्थः / मैथुनम्	दुग्धम्	1		दुग्धम्	1		मद्यम्	1	(:Substance {'lemma': मद्य})-[:IS_NOT_RECOMMENDED_DURING]->({'lemma': गुग्गुल})
120	लवङ्गः निम्नलिखितेषु कस्य पर्यायः अस्ति?	श्रीफलस्य	देवकुसुमस्य / श्रीप्रसूनकस्य / श्रीसंज्ञस्य / श्रीफलस्य	देवकुसुमस्य / श्रीप्रसूनकस्य	1	(:Substance {'lemma': देवकुसुम})-[:IS_SYNONYM_OF]->({'lemma': लवङ्ग}); (:Substance {'lemma': श्रीप्रसूनक})-[:IS_SYNONYM_OF]->({'lemma': लवङ्ग})	देवकुसुमस्य पर्यायः अस्ति	1	(:Substance {'lemma': देवकुसुम})-[:IS_SYNONYM_OF]->({'lemma': लवङ्ग}); (:Substance {'lemma': श्रीप्रसूनक})-[:IS_SYNONYM_OF]->({'lemma': लवङ्ग})	देवकुसुमस्य श्रीप्रसूनकस्य च	1	(:Substance {'lemma': देवकुसुम})-[:IS_SYNONYM_OF]->({'lemma': लवङ्ग}); (:Substance {'lemma': श्रीप्रसूनक})-[:IS_SYNONYM_OF]->({'lemma': लवङ्ग})
121	एला निम्नलिखितेषु कस्य पर्यायः अस्ति?	सर्वासाम्	बृहदेलायाः / भद्वैलायाः / स्थूलैलायाः / सर्वासाम्	भद्वैलायाः	1		स्थूलैलायाः	1	(:Substance {'lemma': बृहदेला})-[:IS_SYNONYM_OF]->({'lemma': स्थूल-एला})	बृहदेलायाः	1	(:Substance {'lemma': बृहदेला})-[:IS_SYNONYM_OF]->({'lemma': स्थूल-एला})
122	एला निम्नलिखितेषु कस्य पर्यायः नास्ति?	भद्रश्रियः	बहुलायाः / पृथ्विकायाः / भद्रश्रियः / निष्कुट्याः	निष्कुट्याः	1		निष्कुट्याः	1		निष्कुट्याः	1	(:Substance {'lemma': बहुला})-[:IS_SYNONYM_OF]->({'lemma': स्थूल-एला})
123	सूक्ष्म-एला निम्नलिखितेषु कस्य पर्यायः नास्ति?	पृथ्वीकायाः	उपकुन्चिकायाः / तुत्थायाः / द्राविड्यः / पृथ्वीकायाः	तुत्थायाः	1		पृथ्वीकायाः	1		"उत्तरम्: तुत्थायाः

सूक्ष्म-एला उपकुन्चिकायाः, द्राविड्यः, पृथ्वीकायाः च पर्यायः अस्ति, परन्तु तुत्थायाः पर्यायः नास्ति तुत्था हि तूतिया (copper sulphate) इति पदार्थस्य संस्कृतनाम, यत् एलायाः भिन्नं वस्तु अस्ति"	1	
124	दारूसिता निम्नलिखितेषु कस्य पर्यायः?	त्वक्	देवदारु / त्वक् / दारूहरिद्रा / तेजपत्र	दारूहरिद्रा	1		देवदारु	1	(:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': मस्तदारु}); (:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': द्रुकिलिम}); (:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': किलिम})	देवदारोः	1	(:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': मस्तदारु}); (:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': द्रुकिलिम}); (:Substance {'lemma': देवदारु})<-[:IS_SYNONYM_OF]-({'lemma': किलिम})
125	नागकेशरः निम्नलिखितेषु कस्य पर्यायः नास्ति?	नागफलस्य	चाम्पेयस्य / नागपुष्पस्य / नागफलस्य / काञ्चनाह्वयस्य	काञ्चनाह्वयस्य	1	({'lemma': नागकेशर}); ({'lemma': नागपुष्प}); ({'lemma': चाम्पेय})	नागफलस्य	1		"उत्तरम्: नागफलस्य

नागकेशरः चाम्पेयस्य, नागपुष्पस्य, काञ्चनाह्वयस्य च पर्यायः अस्ति, परन्तु नागफलस्य पर्यायः नास्ति नागकेशरः एकं पुष्पम् अस्ति, न तु फलम्"	1	
127	क्व उत्पन्नः केशरः उत्तमः मन्यते?	काश्मीरे		कश्मीरदेशे	1		उत्तरम्: भारते	1		उत्तरम्: कश्मीरे	1	
128	गोरोचनः निम्नलिखितेषु कस्य पर्यायः अस्ति?	वन्द्यायाः	वन्द्यायाः / काश्मीरस्य / वाहीकस्य / चाम्पेयस्य	काश्मीरस्य	1		काश्मीरस्य	1	(:Substance {'lemma': काश्मीर})-[:IS_SYNONYM_OF]->({'lemma': पौष्कर})	"उत्तरम्: चाम्पेयस्य

गोरोचनः चाम्पेयस्य पर्यायः अस्ति चाम्पेयः गोरोचनस्य संस्कृतनाम अस्ति, यः गोः पित्तात् निर्मितः पीतवर्णीयः पदार्थः भवति"	1	
130	जटामांसी निम्नेषु कस्य पर्यायः अस्ति?	सर्वेषाम्	भूतजटायाः / तपस्विन्याः / पारसीकस्य / सर्वेषाम्	तपस्विन्याः	1	({'lemma': जटामांसी}); ({'lemma': भूतजटा}); ({'lemma': तपस्विनी})	सर्वेषाम्	1		"उत्तरम्: तपस्विन्याः

जटामांसी तपस्विन्याः पर्यायः अस्ति जटामांसी एकं प्रसिद्धम् आयुर्वेदिकम् औषधम् अस्ति, यस्य अन्यनामानि सन्ति, तेषु तपस्विनी अन्यतमम्"	1	
